transaction_month,state,category,age_bucket,amount_bucket,total_transactions,total_revenue,total_profit,avg_transaction_value,unique_customers
2014-11,Ohio,Technology,60+,Low (<50),1,9.59,-2.08,9.59,1
2014-11,Oregon,Office Supplies,18-24,Medium (50-500),1,443.92,-94.33,443.92,1
2014-11,Oregon,Office Supplies,25-34,Medium (50-500),1,51.02,8.29,51.02,1
2014-11,Oregon,Office Supplies,35-44,High (500-1500),1,669.08,-167.27,669.08,1
2014-11,Oregon,Office Supplies,35-44,Low (<50),2,41.47,14.52,20.74,2
2014-11,Oregon,Office Supplies,35-44,Medium (50-500),1,120.77,9.06,120.77,1
2014-11,Oregon,Technology,18-24,Medium (50-500),1,155.98,54.59,155.98,1
2014-11,Oregon,Technology,35-44,Medium (50-500),1,438.34,-87.67,438.34,1
2014-11,Pennsylvania,Furniture,18-24,Medium (50-500),1,60.31,5.28,60.31,1
2014-11,Pennsylvania,Furniture,25-34,High (500-1500),1,657.93,-93.99,657.93,1
2014-11,Pennsylvania,Furniture,60+,High (500-1500),1,521.96,-250.54,521.96,1
2014-11,Pennsylvania,Furniture,60+,Low (<50),1,23.97,7.79,23.97,1
2014-11,Pennsylvania,Furniture,60+,Medium (50-500),1,273.57,-34.2,273.57,1
2014-11,Pennsylvania,Office Supplies,18-24,Low (<50),1,1.94,-1.43,1.94,1
2014-11,Pennsylvania,Office Supplies,18-24,Medium (50-500),2,127.79,-57.12,63.89,1
2014-11,Pennsylvania,Office Supplies,25-34,Low (<50),1,12.45,3.89,12.45,1
2014-11,Pennsylvania,Office Supplies,35-44,Medium (50-500),1,286.34,-64.43,286.34,1
2014-11,Pennsylvania,Office Supplies,45-59,Low (<50),1,5.88,1.98,5.88,1
2014-11,Pennsylvania,Office Supplies,60+,High (500-1500),1,1080.1,-94.51,1080.1,1
2014-11,Pennsylvania,Office Supplies,60+,Low (<50),2,18.23,-7.03,9.12,2
2014-11,Pennsylvania,Office Supplies,60+,Medium (50-500),1,62.81,21.2,62.81,1
2014-11,Pennsylvania,Technology,18-24,High (500-1500),1,539.96,-107.99,539.96,1
2014-11,Pennsylvania,Technology,45-59,Low (<50),1,47.5,-1.19,47.5,1
2014-11,Pennsylvania,Technology,60+,Medium (50-500),2,109.98,10.35,54.99,1
2014-11,Rhode Island,Furniture,60+,Medium (50-500),1,52.96,20.12,52.96,1
2014-11,South Carolina,Furniture,45-59,Medium (50-500),1,397.6,43.74,397.6,1
2014-11,South Carolina,Office Supplies,45-59,Low (<50),2,58.78,26.7,29.39,1
2014-11,South Carolina,Office Supplies,45-59,Medium (50-500),1,85.96,40.4,85.96,1
2014-11,Tennessee,Office Supplies,35-44,Low (<50),2,29.12,8.26,14.56,1
2014-11,Tennessee,Office Supplies,35-44,Medium (50-500),1,333.06,29.14,333.06,1
2014-11,Tennessee,Office Supplies,45-59,Low (<50),1,3.49,1.18,3.49,1
2014-11,Tennessee,Office Supplies,45-59,Medium (50-500),1,143.86,48.55,143.86,1
2014-11,Texas,Furniture,18-24,High (500-1500),1,683.14,0.0,683.14,1
2014-11,Texas,Furniture,25-34,Medium (50-500),1,155.37,-35.51,155.37,1
2014-11,Texas,Furniture,35-44,High (500-1500),1,1218.73,-121.87,1218.73,1
2014-11,Texas,Furniture,35-44,Low (<50),2,31.22,-10.87,15.61,2
2014-11,Texas,Furniture,35-44,Medium (50-500),1,67.99,-13.0,67.99,1
2014-11,Texas,Furniture,45-59,Low (<50),1,6.37,-2.55,6.37,1
2014-11,Texas,Furniture,60+,Low (<50),1,19.3,-14.48,19.3,1
2014-11,Texas,Office Supplies,18-24,Low (<50),2,42.19,1.35,21.09,1
2014-11,Texas,Office Supplies,25-34,Low (<50),1,49.63,4.96,49.63,1
2014-11,Texas,Office Supplies,35-44,High (500-1500),1,604.66,204.07,604.66,1
2014-11,Texas,Office Supplies,35-44,Low (<50),7,105.78,-26.39,15.11,3
2014-11,Texas,Office Supplies,35-44,Medium (50-500),1,74.35,26.95,74.35,1
2014-11,Texas,Office Supplies,45-59,High (500-1500),1,896.99,-1480.03,896.99,1
2014-11,Texas,Office Supplies,45-59,Low (<50),7,115.55,-73.72,16.51,6
2014-11,Texas,Office Supplies,45-59,Medium (50-500),2,329.9,101.85,164.95,1
2014-11,Texas,Office Supplies,60+,Low (<50),1,1.63,0.55,1.63,1
2014-11,Texas,Technology,35-44,Low (<50),1,24.67,0.0,24.67,1
2014-11,Texas,Technology,35-44,Medium (50-500),2,207.5,46.47,103.75,2
2014-11,Texas,Technology,45-59,Low (<50),1,5.54,1.66,5.54,1
2014-11,Texas,Technology,45-59,Medium (50-500),2,389.66,31.78,194.83,1
2014-11,Texas,Technology,60+,High (500-1500),1,998.85,-199.77,998.85,1
2014-11,Texas,Technology,60+,Medium (50-500),2,356.74,24.52,178.37,2
2014-11,Utah,Office Supplies,18-24,Low (<50),1,21.98,9.89,21.98,1
2014-11,Utah,Office Supplies,35-44,Medium (50-500),1,166.44,79.89,166.44,1
2014-11,Virginia,Furniture,45-59,Medium (50-500),2,261.05,89.38,130.52,2
2014-11,Virginia,Office Supplies,60+,Low (<50),1,32.4,15.55,32.4,1
2014-11,Virginia,Technology,35-44,Low (<50),1,47.79,16.25,47.79,1
2014-11,Washington,Furniture,45-59,High (500-1500),1,730.2,94.93,730.2,1
2014-11,Washington,Furniture,45-59,Medium (50-500),1,137.54,55.02,137.54,1
2014-11,Washington,Office Supplies,25-34,Low (<50),2,38.02,16.68,19.01,1
2014-11,Washington,Office Supplies,25-34,Medium (50-500),2,683.46,63.06,341.73,1
2014-11,Washington,Office Supplies,60+,Low (<50),1,22.98,6.89,22.98,1
2014-11,Washington,Office Supplies,60+,Very High (1500+),1,2033.58,762.59,2033.58,1
2014-11,Washington,Technology,25-34,Low (<50),1,41.94,15.1,41.94,1
2014-11,Washington,Technology,25-34,Medium (50-500),1,52.79,4.62,52.79,1
2014-11,Washington,Technology,60+,Medium (50-500),1,102.13,15.32,102.13,1
2014-11,Wisconsin,Furniture,25-34,Medium (50-500),1,392.94,43.22,392.94,1
2014-11,Wisconsin,Office Supplies,18-24,Low (<50),3,71.6,21.58,23.87,1
2014-11,Wisconsin,Office Supplies,18-24,Medium (50-500),1,245.88,68.85,245.88,1
2014-11,Wisconsin,Office Supplies,35-44,High (500-1500),1,665.88,13.32,665.88,1
2014-12,Alabama,Furniture,45-59,Very High (1500+),1,1819.86,163.79,1819.86,1
2014-12,Alabama,Office Supplies,35-44,Low (<50),1,23.92,11.72,23.92,1
2014-12,Alabama,Office Supplies,45-59,Low (<50),1,7.27,1.96,7.27,1
2014-12,Alabama,Office Supplies,45-59,Medium (50-500),1,152.76,74.85,152.76,1
2014-12,Alabama,Technology,35-44,Medium (50-500),1,498.0,184.26,498.0,1
2014-12,Arizona,Furniture,45-59,Medium (50-500),3,382.28,-24.32,127.43,2
2014-12,Arizona,Office Supplies,18-24,High (500-1500),1,946.76,-694.29,946.76,1
2014-12,Arizona,Office Supplies,25-34,High (500-1500),1,1113.02,111.3,1113.02,1
2014-12,Arizona,Office Supplies,35-44,Medium (50-500),1,100.7,-1.26,100.7,1
2014-12,Arizona,Office Supplies,45-59,Low (<50),2,13.66,-1.53,6.83,2
2014-12,Arizona,Office Supplies,45-59,Medium (50-500),1,221.92,77.67,221.92,1
2014-12,Arizona,Office Supplies,60+,High (500-1500),1,551.98,-459.99,551.98,1
2014-12,Arizona,Technology,25-34,Medium (50-500),1,167.97,62.99,167.97,1
2014-12,Arizona,Technology,45-59,Medium (50-500),1,71.98,21.59,71.98,1
2014-12,California,Furniture,18-24,High (500-1500),2,1897.92,184.91,948.96,1
2014-12,California,Furniture,18-24,Low (<50),3,54.1,17.76,18.03,3
2014-12,California,Furniture,18-24,Medium (50-500),1,241.57,18.12,241.57,1
2014-12,California,Furniture,25-34,High (500-1500),2,2168.61,165.78,1084.3,2
2014-12,California,Furniture,25-34,Medium (50-500),2,313.17,40.52,156.59,2
2014-12,California,Furniture,25-34,Very High (1500+),1,3610.85,135.41,3610.85,1
2014-12,California,Furniture,35-44,Low (<50),2,68.21,12.55,34.11,2
2014-12,California,Furniture,35-44,Medium (50-500),2,300.84,47.02,150.42,2
2014-12,California,Furniture,45-59,Low (<50),4,85.65,25.63,21.41,3
2014-12,California,Furniture,45-59,Medium (50-500),2,371.71,46.87,185.86,2
2014-12,California,Office Supplies,18-24,Low (<50),1,11.91,0.12,11.91,1
2014-12,California,Office Supplies,18-24,Medium (50-500),1,90.24,41.51,90.24,1
2014-12,California,Office Supplies,25-34,Low (<50),4,69.87,24.11,17.47,2
2014-12,California,Office Supplies,25-34,Medium (50-500),3,305.13,139.08,101.71,3
2014-12,California,Office Supplies,35-44,Low (<50),5,68.51,27.8,13.7,4
2014-12,California,Office Supplies,35-44,Medium (50-500),1,274.77,126.39,274.77,1
2014-12,California,Office Supplies,45-59,Low (<50),6,112.89,36.66,18.82,5
2014-12,California,Office Supplies,45-59,Medium (50-500),2,504.82,142.78,252.41,2
2014-12,California,Office Supplies,60+,High (500-1500),2,2260.15,357.91,1130.08,2
2014-12,California,Office Supplies,60+,Low (<50),5,142.01,55.65,28.4,2
2014-12,California,Office Supplies,60+,Medium (50-500),4,944.51,288.78,236.13,3
2014-12,California,Technology,18-24,High (500-1500),1,627.17,70.56,627.17,1
2014-12,California,Technology,18-24,Medium (50-500),1,395.0,39.5,395.0,1
2014-12,California,Technology,25-34,Medium (50-500),1,319.97,36.0,319.97,1
2014-12,California,Technology,35-44,High (500-1500),1,767.95,287.98,767.95,1
2014-12,California,Technology,35-44,Medium (50-500),1,191.98,19.2,191.98,1
2014-12,California,Technology,45-59,High (500-1500),2,1402.18,124.12,701.09,2
2014-12,California,Technology,45-59,Medium (50-500),3,447.67,46.4,149.22,2
2014-12,Colorado,Furniture,18-24,Medium (50-500),3,749.12,74.45,249.71,1
2014-12,Colorado,Office Supplies,18-24,Low (<50),1,27.55,9.3,27.55,1
2014-12,Colorado,Office Supplies,18-24,Medium (50-500),1,78.6,-62.88,78.6,1
2014-12,Colorado,Technology,60+,Medium (50-500),1,447.94,89.59,447.94,1
2014-12,Delaware,Office Supplies,25-34,Low (<50),1,17.28,7.95,17.28,1
2014-12,Florida,Furniture,45-59,High (500-1500),1,1013.83,101.38,1013.83,1
2014-12,Florida,Furniture,60+,Medium (50-500),2,251.09,20.45,125.54,2
2014-12,Florida,Office Supplies,25-34,Low (<50),1,1.17,-0.86,1.17,1
2014-12,Florida,Office Supplies,35-44,Low (<50),1,4.81,-3.69,4.81,1
2014-12,Florida,Office Supplies,45-59,Low (<50),2,11.55,4.14,5.78,2
2014-12,Florida,Office Supplies,60+,Low (<50),3,70.34,24.07,23.45,2
2014-12,Florida,Office Supplies,60+,Medium (50-500),2,508.19,-11.66,254.1,1
2014-12,Florida,Technology,35-44,Medium (50-500),1,247.8,-18.58,247.8,1
2014-12,Georgia,Office Supplies,25-34,Low (<50),1,40.05,11.21,40.05,1
2014-12,Georgia,Office Supplies,35-44,Low (<50),1,15.24,7.16,15.24,1
2014-12,Georgia,Technology,35-44,Low (<50),1,5.95,0.83,5.95,1
2014-12,Idaho,Furniture,60+,Medium (50-500),1,338.35,4.23,338.35,1
2014-12,Idaho,Office Supplies,60+,Low (<50),1,25.92,12.44,25.92,1
2014-12,Idaho,Office Supplies,60+,Medium (50-500),1,91.36,42.03,91.36,1
2014-12,Illinois,Furniture,25-34,Low (<50),1,8.74,-4.8,8.74,1
2014-12,Illinois,Furniture,25-34,Medium (50-500),1,94.43,-42.49,94.43,1
2014-12,Illinois,Furniture,45-59,Low (<50),1,8.54,-7.48,8.54,1
2014-12,Illinois,Furniture,60+,Low (<50),3,82.7,-75.29,27.57,3
2014-12,Illinois,Furniture,60+,Medium (50-500),1,214.95,-120.37,214.95,1
2014-12,Illinois,Office Supplies,18-24,Low (<50),2,48.14,-2.3,24.07,1
2014-12,Illinois,Office Supplies,25-34,Low (<50),2,27.17,-45.23,13.58,2
2014-12,Illinois,Office Supplies,25-34,Medium (50-500),2,256.19,54.87,128.1,1
2014-12,Illinois,Office Supplies,35-44,Low (<50),3,53.65,-48.19,17.88,2
2014-12,Illinois,Office Supplies,60+,Low (<50),8,102.88,-74.26,12.86,5
2014-12,Illinois,Technology,18-24,Medium (50-500),1,323.98,36.45,323.98,1
2014-12,Illinois,Technology,35-44,Medium (50-500),1,408.74,76.64,408.74,1
2014-12,Illinois,Technology,60+,Low (<50),2,70.06,-9.2,35.03,2
2014-12,Indiana,Office Supplies,18-24,Medium (50-500),1,207.24,58.03,207.24,1
2014-12,Indiana,Office Supplies,60+,High (500-1500),1,1103.97,496.79,1103.97,1
2014-12,Indiana,Office Supplies,60+,Low (<50),1,3.69,1.73,3.69,1
2014-12,Kentucky,Office Supplies,18-24,Low (<50),1,12.39,5.82,12.39,1
2014-12,Maryland,Furniture,45-59,Medium (50-500),2,300.56,88.44,150.28,1
2014-12,Maryland,Office Supplies,45-59,Low (<50),1,15.66,7.2,15.66,1
2014-12,Maryland,Office Supplies,45-59,Medium (50-500),1,146.82,73.41,146.82,1
2014-12,Massachusetts,Furniture,45-59,Low (<50),2,55.66,18.83,27.83,1
2014-12,Massachusetts,Furniture,45-59,Medium (50-500),1,63.2,23.38,63.2,1
2014-12,Massachusetts,Office Supplies,60+,High (500-1500),1,704.25,84.51,704.25,1
2014-12,Massachusetts,Office Supplies,60+,Medium (50-500),1,141.76,66.63,141.76,1
2014-12,Massachusetts,Office Supplies,60+,Very High (1500+),1,1737.18,503.78,1737.18,1
2014-12,Massachusetts,Technology,45-59,Medium (50-500),2,385.87,106.2,192.94,2
2014-12,Michigan,Office Supplies,25-34,Medium (50-500),1,114.2,52.53,114.2,1
2014-12,Michigan,Office Supplies,60+,Low (<50),1,9.84,2.85,9.84,1
2014-12,Minnesota,Office Supplies,60+,Low (<50),1,24.56,6.88,24.56,1
2014-12,Minnesota,Technology,60+,Medium (50-500),1,119.8,47.92,119.8,1
2014-12,Missouri,Office Supplies,25-34,Low (<50),1,29.68,11.58,29.68,1
2014-12,Missouri,Office Supplies,60+,Low (<50),1,25.92,12.44,25.92,1
2014-12,Missouri,Technology,25-34,Low (<50),1,47.53,16.16,47.53,1
2014-12,Nevada,Technology,35-44,Medium (50-500),1,475.94,59.49,475.94,1
2014-12,New Mexico,Office Supplies,45-59,Low (<50),1,33.29,7.99,33.29,1
2014-12,New Mexico,Technology,45-59,Low (<50),1,23.98,-5.69,23.98,1
2014-12,New York,Furniture,18-24,High (500-1500),1,767.21,161.97,767.21,1
2014-12,New York,Furniture,25-34,High (500-1500),1,883.92,-110.49,883.92,1
2014-12,New York,Furniture,35-44,Medium (50-500),1,192.19,36.3,192.19,1
2014-12,New York,Furniture,45-59,Medium (50-500),1,53.32,-19.55,53.32,1
2014-12,New York,Furniture,45-59,Very High (1500+),1,1573.49,196.69,1573.49,1
2014-12,New York,Office Supplies,18-24,Medium (50-500),1,216.4,56.26,216.4,1
2014-12,New York,Office Supplies,25-34,Low (<50),1,46.72,15.77,46.72,1
2014-12,New York,Office Supplies,35-44,Low (<50),2,54.35,21.54,27.17,2
2014-12,New York,Office Supplies,35-44,Medium (50-500),1,122.94,30.74,122.94,1
2014-12,New York,Office Supplies,45-59,Medium (50-500),2,248.4,35.01,124.2,2
2014-12,New York,Office Supplies,60+,Low (<50),1,11.36,5.23,11.36,1
2014-12,New York,Office Supplies,60+,Medium (50-500),2,403.06,137.36,201.53,2
2014-12,New York,Technology,25-34,Medium (50-500),1,119.96,52.78,119.96,1
2014-12,New York,Technology,35-44,Low (<50),1,34.77,11.47,34.77,1
2014-12,New York,Technology,45-59,Medium (50-500),1,129.98,62.39,129.98,1
2014-12,New York,Technology,45-59,Very High (1500+),1,6999.96,2239.99,6999.96,1
2014-12,North Carolina,Technology,25-34,Medium (50-500),1,95.97,9.6,95.97,1
2014-12,Ohio,Furniture,18-24,Low (<50),1,30.36,8.73,30.36,1
2014-12,Ohio,Furniture,35-44,High (500-1500),1,909.72,-51.98,909.72,1
2014-12,Ohio,Furniture,35-44,Low (<50),1,8.13,1.42,8.13,1
2014-12,Ohio,Furniture,35-44,Medium (50-500),1,136.53,-52.34,136.53,1
2014-12,Ohio,Furniture,60+,Medium (50-500),2,373.2,-39.71,186.6,2
2014-12,Ohio,Office Supplies,35-44,Low (<50),3,44.4,8.97,14.8,3
2014-12,Ohio,Office Supplies,45-59,Low (<50),1,48.36,6.04,48.36,1
2014-12,Ohio,Office Supplies,60+,Low (<50),2,47.41,-18.27,23.71,1
2014-12,Ohio,Office Supplies,60+,Medium (50-500),2,216.54,10.55,108.27,2
2014-12,Ohio,Technology,35-44,High (500-1500),1,659.99,110.0,659.99,1
2014-12,Ohio,Technology,35-44,Medium (50-500),2,383.76,72.84,191.88,2
2014-12,Ohio,Technology,60+,Low (<50),1,36.74,-9.18,36.74,1
2014-12,Ohio,Technology,60+,Medium (50-500),1,179.94,-44.98,179.94,1
2014-12,Oklahoma,Technology,45-59,Medium (50-500),1,479.96,134.39,479.96,1
2014-12,Oregon,Furniture,45-59,Medium (50-500),1,275.49,-170.8,275.49,1
2014-12,Oregon,Office Supplies,45-59,Medium (50-500),1,53.42,4.67,53.42,1
2014-12,Oregon,Office Supplies,60+,Low (<50),6,109.18,12.25,18.2,1
2014-12,Oregon,Technology,60+,Medium (50-500),2,156.6,1.57,78.3,1
2014-12,Pennsylvania,Furniture,60+,High (500-1500),1,523.76,-192.05,523.76,1
2014-12,Pennsylvania,Furniture,60+,Medium (50-500),1,445.8,-108.27,445.8,1
2014-12,Pennsylvania,Office Supplies,35-44,Low (<50),1,30.67,9.59,30.67,1
2014-12,Pennsylvania,Office Supplies,35-44,Medium (50-500),2,521.22,87.39,260.61,1
2014-12,Pennsylvania,Office Supplies,45-59,Medium (50-500),1,99.14,8.67,99.14,1
2014-12,Pennsylvania,Office Supplies,60+,Low (<50),3,60.94,12.9,20.31,2
2014-12,Pennsylvania,Office Supplies,60+,Medium (50-500),2,308.69,-34.43,154.34,1
2014-12,Pennsylvania,Technology,35-44,High (500-1500),1,1079.98,126.0,1079.98,1
2014-12,Pennsylvania,Technology,45-59,Low (<50),1,27.97,6.99,27.97,1
2014-12,Pennsylvania,Technology,60+,Medium (50-500),1,251.96,-50.39,251.96,1
2014-12,Rhode Island,Furniture,60+,High (500-1500),1,605.88,151.47,605.88,1
2014-12,Rhode Island,Furniture,60+,Medium (50-500),1,341.96,78.65,341.96,1
2014-12,Rhode Island,Office Supplies,60+,Low (<50),1,14.94,7.02,14.94,1
2014-12,Rhode Island,Office Supplies,60+,Medium (50-500),1,195.64,91.95,195.64,1
2014-12,Rhode Island,Technology,60+,Very High (1500+),1,1687.8,742.63,1687.8,1
2014-12,Tennessee,Furniture,45-59,High (500-1500),1,662.88,74.57,662.88,1
2014-12,Tennessee,Office Supplies,45-59,Low (<50),4,150.77,17.79,37.69,3
2014-12,Tennessee,Office Supplies,60+,Low (<50),1,18.24,-14.59,18.24,1
2014-12,Texas,Furniture,18-24,High (500-1500),1,674.06,-19.26,674.06,1
2014-12,Texas,Furniture,25-34,Low (<50),1,8.62,-2.59,8.62,1
2014-12,Texas,Furniture,35-44,Medium (50-500),1,56.57,-74.95,56.57,1
2014-12,Texas,Furniture,45-59,High (500-1500),2,1363.84,-30.39,681.92,2
2014-12,Texas,Furniture,45-59,Low (<50),2,63.94,-38.36,31.97,2
2014-12,Texas,Furniture,45-59,Medium (50-500),1,58.36,-24.8,58.36,1
2014-12,Texas,Office Supplies,35-44,Low (<50),2,55.72,-36.85,27.86,2
2014-12,Texas,Office Supplies,45-59,Low (<50),2,66.03,19.41,33.02,2
2014-12,Texas,Office Supplies,60+,Low (<50),6,39.05,-1.5,6.51,5
2014-12,Texas,Office Supplies,60+,Medium (50-500),3,507.9,-309.84,169.3,3
2014-12,Texas,Technology,25-34,Medium (50-500),1,319.97,95.99,319.97,1
2014-12,Texas,Technology,35-44,Medium (50-500),1,65.44,-8.18,65.44,1
2014-12,Texas,Technology,45-59,Low (<50),1,40.68,-9.15,40.68,1
2014-12,Texas,Technology,60+,Low (<50),1,47.98,14.4,47.98,1
2014-12,Texas,Technology,60+,Medium (50-500),2,546.36,47.81,273.18,1
2014-12,Virginia,Furniture,18-24,Low (<50),1,29.46,9.72,29.46,1
2014-12,Virginia,Furniture,60+,Medium (50-500),1,455.1,100.12,455.1,1
2014-12,Virginia,Furniture,60+,Very High (1500+),1,2244.48,493.79,2244.48,1
2014-12,Virginia,Office Supplies,60+,Low (<50),1,24.56,6.88,24.56,1
2014-12,Virginia,Office Supplies,60+,Medium (50-500),3,290.31,77.82,96.77,2
2014-12,Virginia,Technology,18-24,Medium (50-500),1,99.98,8.0,99.98,1
2014-12,Washington,Furniture,60+,High (500-1500),1,603.92,45.29,603.92,1
2014-12,Washington,Office Supplies,18-24,Medium (50-500),1,269.36,70.03,269.36,1
2014-12,Washington,Office Supplies,35-44,Low (<50),1,31.05,14.9,31.05,1
2014-12,Washington,Office Supplies,60+,Low (<50),1,45.68,21.01,45.68,1
2014-12,Wisconsin,Furniture,18-24,Very High (1500+),1,2807.84,673.88,2807.84,1
2014-12,Wisconsin,Office Supplies,18-24,Low (<50),1,46.64,12.59,46.64,1
2015-01,California,Furniture,25-34,Very High (1500+),1,2803.92,0.0,2803.92,1
2015-01,California,Furniture,60+,Medium (50-500),3,769.81,212.84,256.6,2
2015-01,California,Office Supplies,35-44,Medium (50-500),3,326.24,125.19,108.75,2
2015-01,California,Office Supplies,60+,Medium (50-500),1,70.01,24.5,70.01,1
2015-01,California,Technology,60+,Very High (1500+),1,1919.98,216.0,1919.98,1
2015-01,Colorado,Office Supplies,60+,Low (<50),2,31.54,7.89,15.77,1
2015-01,Delaware,Office Supplies,18-24,Low (<50),2,29.88,12.28,14.94,1
2015-01,Delaware,Office Supplies,18-24,Medium (50-500),1,85.52,22.24,85.52,1
2015-01,Delaware,Office Supplies,60+,Medium (50-500),1,465.18,120.95,465.18,1
2015-01,Florida,Office Supplies,25-34,Low (<50),1,13.12,2.13,13.12,1
2015-01,Georgia,Office Supplies,25-34,Low (<50),1,9.82,4.81,9.82,1
2015-01,Illinois,Furniture,60+,Medium (50-500),1,254.74,-312.06,254.74,1
2015-01,Kentucky,Office Supplies,60+,Low (<50),1,42.76,11.12,42.76,1
2015-01,Kentucky,Office Supplies,60+,Medium (50-500),3,321.31,119.96,107.1,1
2015-01,Massachusetts,Office Supplies,25-34,Low (<50),1,6.68,2.0,6.68,1
2015-01,Minnesota,Furniture,60+,Medium (50-500),1,53.34,16.54,53.34,1
2015-01,Minnesota,Office Supplies,45-59,Low (<50),2,72.24,35.47,36.12,1
2015-01,Minnesota,Office Supplies,60+,Low (<50),2,45.92,22.37,22.96,1
2015-01,Montana,Office Supplies,18-24,Low (<50),2,43.66,20.81,21.83,1
2015-01,New York,Furniture,45-59,High (500-1500),1,1018.1,-373.3,1018.1,1
2015-01,New York,Office Supplies,35-44,Low (<50),2,30.65,12.82,15.32,1
2015-01,New York,Office Supplies,35-44,Medium (50-500),1,59.52,15.48,59.52,1
2015-01,North Carolina,Furniture,45-59,Very High (1500+),1,4297.64,-1862.31,4297.64,1
2015-01,Ohio,Furniture,35-44,Medium (50-500),1,181.99,-54.6,181.99,1
2015-01,Ohio,Furniture,60+,Medium (50-500),1,452.45,-244.32,452.45,1
2015-01,Ohio,Office Supplies,25-34,Low (<50),1,10.37,1.56,10.37,1
2015-01,Ohio,Office Supplies,60+,Low (<50),1,23.68,8.88,23.68,1
2015-01,Ohio,Technology,25-34,Low (<50),2,36.76,4.84,18.38,1
2015-01,Ohio,Technology,25-34,Medium (50-500),2,342.31,-64.54,171.15,1
2015-01,Ohio,Technology,35-44,Medium (50-500),2,587.35,-137.05,293.67,1
2015-01,Ohio,Technology,60+,High (500-1500),1,1188.0,-950.4,1188.0,1
2015-01,Ohio,Technology,60+,Medium (50-500),2,152.57,-10.22,76.28,1
2015-01,Tennessee,Office Supplies,45-59,Medium (50-500),1,88.96,10.01,88.96,1
2015-01,Texas,Furniture,45-59,High (500-1500),1,1352.4,-437.54,1352.4,1
2015-01,Texas,Furniture,45-59,Medium (50-500),2,301.74,-21.71,150.87,1
2015-01,Texas,Office Supplies,35-44,Low (<50),1,14.3,5.01,14.3,1
2015-01,Texas,Office Supplies,45-59,Low (<50),2,17.42,4.42,8.71,2
2015-01,Texas,Technology,45-59,Medium (50-500),1,398.4,84.66,398.4,1
2015-01,Virginia,Furniture,35-44,Medium (50-500),1,192.22,69.2,192.22,1
2015-01,Washington,Furniture,35-44,Medium (50-500),1,61.58,-6.93,61.58,1
2015-02,Arkansas,Technology,60+,Low (<50),1,29.99,3.0,29.99,1
2015-02,California,Furniture,35-44,Low (<50),1,35.54,-0.89,35.54,1
2015-02,California,Furniture,60+,Medium (50-500),2,340.84,64.02,170.42,2
2015-02,California,Office Supplies,25-34,High (500-1500),1,541.44,157.02,541.44,1
